ID,County,Income_Avg,Rent_Median,Population
36081033000,Queens,78036,1556,7041
36081033401,Queens,72616,1403,3753
36081033402,Queens,52221,1030,12877
36081033700,Queens,62365,1310,3471
36081033900,Queens,71391,1354,3466
36081034700,Queens,64720,1440,3222
36081035100,Queens,65609,1284,4154
36081035200,Queens,89387,1635,2886
36081035300,Queens,61306,1305,2346
36081035700,Queens,59365,1339,3930
36081035800,Queens,85525,1414,4447
36081036100,Queens,63950,1335,2998
36081036300,Queens,73303,1367,2225
36081036500,Queens,71276,1168,4191
36081036600,Queens,73351,1179,2977
36081036700,Queens,64471,1517,2637
36081036800,Queens,81339,1140,2488
36081037100,Queens,74915,1694,1925
36081037300,Queens,68173,1520,2464
36081037500,Queens,60806,1369,3647
36081037600,Queens,85118,1322,6388
36081037700,Queens,50989,1441,3552
36081037900,Queens,61429,1590,7116
36081038100,Queens,68481,1473,7509
36081038400,Queens,81235,1298,2450
36081039400,Queens,70710,1288,2954
36081039800,Queens,82530,1164,1976
36081039900,Queens,58143,1332,4290
36081040000,Queens,66797,1142,1164
36081040100,Queens,65694,1483,7814
36081040200,Queens,94585,1008,1524
36081040300,Queens,58799,1464,7250
36081040400,Queens,67121,1078,4153
36081040500,Queens,48855,1512,3669
36081040700,Queens,51575,1299,7326
36081040900,Queens,58198,1332,5407
36081041100,Queens,55214,1414,3968
36081041300,Queens,67893,1568,4804
36081041400,Queens,57792,1319,3896
36081041500,Queens,56430,1386,3582
36081042400,Queens,104038,1237,2569
36081042700,Queens,59478,1465,5137
36081043200,Queens,115732,1445,1429
36081043400,Queens,91502,1802,1822
36081043701,Queens,63217,1449,3743
36081043702,Queens,51605,1477,5802
36081043900,Queens,47591,1554,4467
36081044000,Queens,61509,1327,3864
36081044301,Queens,34628,681,3592
36081044302,Queens,64482,1369,4787
36081044400,Queens,40322,1050,2843
36081044601,Queens,49007,1140,3298
36081044602,Queens,46167,1208,5008
36081044800,Queens,63548,1336,2625
36081045000,Queens,65824,1366,1793
36081045200,Queens,58892,1293,974
36081045400,Queens,66062,1280,4392
36081045500,Queens,54020,1387,12978
36081045600,Queens,83912,1589,1478
36081045700,Queens,82329,1365,3089
36081045800,Queens,91444,1184,2074
36081045900,Queens,83736,1418,4172
36081046000,Queens,37292,1163,5979
36081046100,Queens,68259,1602,3341
36081046200,Queens,57349,1328,8481
36081046300,Queens,54403,1376,3598
36081046400,Queens,116960,1320,1644
36081046500,Queens,68752,1421,3926
36081046600,Queens,63689,1510,3494
36081046700,Queens,44425,1298,7026
36081046800,Queens,49994,1345,3348
36081046900,Queens,64061,1315,8501
36081047000,Queens,60784,1395,3295
36081047100,Queens,57299,1358,4296
36081047200,Queens,98855,1288,3767
36081047300,Queens,79440,1563,3551
36081047500,Queens,69560,1384,4770
36081047600,Queens,118331,1421,1365
36081047800,Queens,83587,1133,5612
36081047900,Queens,72368,1422,6039
36081048000,Queens,96261,1201,2877
36081048100,Queens,57249,1327,6681
36081048200,Queens,89575,1176,1608
36081048300,Queens,66784,1548,4128
36081048400,Queens,71539,1141,4819
36081048500,Queens,73308,1591,4562
36081048900,Queens,75769,1416,1599
36081049200,Queens,62166,1165,4453
36081049301,Queens,70934,1270,1950
36081049302,Queens,67012,1390,2286
36081049500,Queens,72623,1433,1329
36081049600,Queens,75948,1334,3055
36081049700,Queens,63960,1523,2671
36081049900,Queens,72257,1481,5241
36081050000,Queens,51873,1221,4489
36081050201,Queens,93854,1582,1465
36081050202,Queens,117245,1304,1551
36081050400,Queens,78686,1090,2034
36081050500,Queens,85189,1410,1460
36081050600,Queens,94138,1837,1730
36081050700,Queens,90881,1525,3751
36081050800,Queens,71330,1297,1813
36081051000,Queens,90149,1028,1785
36081051100,Queens,85553,1360,1963
36081051200,Queens,88936,1381,3068
36081051300,Queens,65988,1401,1956
36081051500,Queens,72569,1378,2425
36081051600,Queens,73115,1339,1782
36081051700,Queens,71270,1431,1694
36081051800,Queens,97891,1833,2439
36081052000,Queens,107471,1519,1765
36081052100,Queens,66382,1272,1470
36081052200,Queens,91362,1265,1890
36081052400,Queens,77121,1125,1655
36081052500,Queens,92540,1502,1719
36081052600,Queens,76179,1476,1957
36081052800,Queens,78417,1523,1427
36081053000,Queens,62854,1178,2120
36081053100,Queens,56397,1310,2486
36081053200,Queens,90117,1404,1801
36081053401,Queens,92246,1090,2104
36081053500,Queens,56013,1364,1329
36081053601,Queens,91646,1157,2094
36081053800,Queens,76835,1161,1728
36081053900,Queens,65539,1365,4412
36081054000,Queens,71287,1230,4391
36081054200,Queens,81328,1417,5842
36081054500,Queens,58652,1240,3757
36081054700,Queens,66384,1343,4932
36081054800,Queens,119345,1329,2442
36081054900,Queens,52530,1316,5431
36081055100,Queens,62286,1204,5135
36081055200,Queens,75525,1403,3233
36081055300,Queens,62246,1245,2368
36081055400,Queens,71887,1544,2335
36081055500,Queens,58716,1263,2247
36081055600,Queens,94053,1477,2574
36081055700,Queens,56088,1317,3894
36081055800,Queens,88750,1525,1821
36081055900,Queens,59145,1192,1510
36081056000,Queens,76068,1375,1431
36081056100,Queens,112836,1750,156
36081056200,Queens,78887,1653,1665
36081056400,Queens,62913,1498,1749
36081056500,Queens,58871,1380,1606
36081056600,Queens,83843,1676,1883
36081056700,Queens,78561,1472,4173
36081056800,Queens,82481,1271,4880
36081057700,Queens,66383,1180,3926
36081057900,Queens,56080,1342,1670
36081058000,Queens,90810,1592,3533
36081058100,Queens,67369,1297,2823
36081058200,Queens,85775,1306,5398
36081058300,Queens,68833,1314,3286
36081058500,Queens,62380,1375,4630
36081058700,Queens,55183,1139,3049
36081058900,Queens,51978,1266,4047
36081059000,Queens,88155,1389,1489
36081059100,Queens,71313,1164,4699
36081059200,Queens,78967,700,1141
36081059300,Queens,66900,1260,3947
36081059400,Queens,113109,1583,1632
36081059500,Queens,66479,1286,4271
36081059600,Queens,100428,879,1523
36081059800,Queens,82585,1364,1788
36081059900,Queens,73869,1470,1381
36081060000,Queens,90250,1375,1017
36081060100,Queens,72091,1350,1949
36081060300,Queens,79414,1602,1839
36081060600,Queens,101509,1750,1251
36081060800,Queens,88706,1011,1530
36081061000,Queens,93959,1860,1641
36081061200,Queens,113684,2800,1493
36081061301,Queens,66475,1315,5782
36081061400,Queens,97688,1784,1411
36081061601,Queens,110902,1515,2358
36081061602,Queens,89587,2800,1298
36081061800,Queens,76465,1151,1866
36081061900,Queens,90464,1220,3216
36081062100,Queens,68432,1314,2526
36081062200,Queens,80435,1375,1668
36081062300,Queens,64831,1275,1998
36081062500,Queens,85442,1215,2377
36081062600,Queens,97953,1234,3078
36081062700,Queens,68699,1429,2889
36081062900,Queens,67869,1262,3048
36081063000,Queens,103558,2800,1750
36081063200,Queens,97834,1231,2228
36081063301,Queens,77988,1355,1359
36081063302,Queens,93623,1579,1513
36081063500,Queens,78320,1408,2653
36081063700,Queens,93567,1582,3017
36081063800,Queens,96490,1337,3929
36081063900,Queens,76742,1227,2549
36081064101,Queens,70794,1523,2020
36081064102,Queens,42471,910,134
36081064500,Queens,99483,1559,2055
36081064600,Queens,107952,1457,3026
36081065000,Queens,86143,1290,3040
36081065400,Queens,89677,1403,3007
36081065600,Queens,83205,1814,5014
36081065702,Queens,73866,1337,1674
36081065703,Queens,79272,1292,2858
36081065900,Queens,94078,1391,1809
36081066000,Queens,99030,1624,3780
36081066100,Queens,87135,1417,1491
36081066300,Queens,89169,1451,2543
36081066400,Queens,95999,1596,9961
36081066501,Queens,88274,1618,3321
36081066701,Queens,79687,1415,2514
36081066900,Queens,83313,1379,1611
36081067100,Queens,83985,1922,2074
36081067700,Queens,113938,1359,1830
36081067900,Queens,61967,1184,3642
36081068000,Queens,95301,1656,5161
36081068200,Queens,85115,1673,1259
36081068300,Queens,69345,1487,4589
36081068700,Queens,71487,1363,4619
36081069000,Queens,84069,1550,3710
36081069300,Queens,68649,1436,2565
36081069400,Queens,85023,1636,3298
36081069500,Queens,79805,1436,1844
36081069701,Queens,62034,1389,3723
36081069702,Queens,75459,1429,3499
36081070300,Queens,100859,1338,1674
36081070700,Queens,109064,1148,2257
36081070900,Queens,113600,1750,2576
36081071100,Queens,77607,1458,5604
36081071303,Queens,88321,1621,5241
36081071304,Queens,68367,1305,6179
36081071305,Queens,89970,1819,5026
36081071306,Queens,77866,1431,6268
36081071701,Queens,64669,1357,5236
36081071702,Queens,55746,1171,3330
36081071900,Queens,69074,1368,2402
36081072100,Queens,66954,1114,4543
36081072300,Queens,156466,1838,1831
36081072900,Queens,92405,1447,1155
36081073100,Queens,120290,1669,1565
36081073700,Queens,108205,1647,1753
36081073900,Queens,98720,1749,5415
36081074100,Queens,82861,1310,3008
36081074300,Queens,77254,1207,4767
36081074500,Queens,56081,1082,3887
36081074700,Queens,77142,1355,3193
36081074900,Queens,204067,1375,1628
36081075701,Queens,92698,1766,5102
36081075702,Queens,101324,1461,4408
36081076901,Queens,111131,1684,3882
36081076902,Queens,107973,1658,1506
36081077300,Queens,83231,1198,2104
36081077500,Queens,90539,1327,1985
36081077902,Queens,103920,1467,5223
36081077903,Queens,81805,1244,2958
36081077904,Queens,73427,1580,6311
36081077905,Queens,82561,1389,2475
36081077906,Queens,63382,1261,3153
36081077907,Queens,64016,1302,3149
36081077908,Queens,56132,1393,4101
36081078800,Queens,68449,1787,1617
36081079000,Queens,65461,1239,2359
36081079200,Queens,74855,1478,2417
36081079701,Queens,63808,1322,6649
36081079702,Queens,49970,1286,4604
36081079900,Queens,55486,1381,3605
36081080301,Queens,66295,1340,4521
36081080302,Queens,72556,1645,3528
36081080900,Queens,93280,923,7595
36081081400,Queens,71610,1527,3857
36081081800,Queens,64932,1535,4504
36081083700,Queens,65426,1200,5639
36081083800,Queens,79378,1604,6214
36081084000,Queens,74818,1431,6208
36081084500,Queens,36836,954,4807
36081084601,Queens,119331,1376,2717
36081084602,Queens,65877,1444,1141
36081084900,Queens,51339,1307,7871
36081085300,Queens,53666,1364,4624
36081085500,Queens,63767,1311,6525
36081085700,Queens,51318,1328,5803
36081085900,Queens,55250,1318,5457
36081086100,Queens,61818,991,2490
36081086300,Queens,43279,1267,6903
36081086400,Queens,72637,1333,2673
36081086500,Queens,51902,1426,4310
36081086900,Queens,51089,1681,2072
36081087100,Queens,45767,757,2285
36081088400,Queens,87364,1433,7500
36081088901,Queens,58868,1033,10605
36081090700,Queens,62143,1302,1227
36081091601,Queens,100398,528,4078
36081091900,Queens,77870,1570,6444
36081092200,Queens,158338,2800,2101
36081092500,Queens,61863,1443,3739
36081092800,Queens,164158,1550,3497
36081092900,Queens,69218,1472,6227
36081093401,Queens,88981,1414,3641
36081093402,Queens,94337,1233,4057
36081093800,Queens,54784,1018,5775
36081093900,Queens,84588,1586,4974
36081094201,Queens,60989,1465,3765
36081094202,Queens,71976,677,4686
36081094203,Queens,54688,852,5396
36081094500,Queens,103988,1979,3939
36081094700,Queens,77119,1446,2502
36081095400,Queens,74272,1026,5067
36081096400,Queens,68626,1396,4085
36081097202,Queens,34517,980,2407
36081097203,Queens,29963,420,7072
36081097204,Queens,52108,785,3530
36081097300,Queens,121546,1732,2149
36081098100,Queens,118375,1698,2296
36081098700,Queens,105725,1558,2577
36081099100,Queens,104181,1366,6375
36081099200,Queens,56265,1127,3983
36081099701,Queens,83749,1659,2521
36081099703,Queens,114845,2800,4172
36081099704,Queens,83495,1788,6936
36081099705,Queens,110036,2800,2613
36081099801,Queens,73673,1167,7110
36081099802,Queens,51225,876,5258
36081100801,Queens,93195,1596,2307
36081100802,Queens,65303,1242,8615
36081101001,Queens,43114,1034,10118
36081101002,Queens,56881,1028,4549
36081101700,Queens,70231,1150,5818
36081102900,Queens,75941,1719,3699
36081103201,Queens,47461,941,7210
36081103202,Queens,77263,1331,7099
36081103300,Queens,95144,1727,4048
36081103900,Queens,87581,1748,6865
36081104700,Queens,70405,1408,6740
36081105900,Queens,109990,1750,3730
36081107201,Queens,76885,1219,2058
36081108500,Queens,85392,1564,2764
36081109300,Queens,118699,1910,3312
36081109700,Queens,100322,1632,1678
36081109900,Queens,86184,1441,3994
36081111300,Queens,99257,1628,2612
36081112300,Queens,84248,1733,2319
36081112900,Queens,99155,1680,2155
36081113300,Queens,99107,2000,1671
36081113900,Queens,69426,1397,3580
36081114100,Queens,125779,1705,2176
36081114700,Queens,106823,2800,1967
36081115100,Queens,117898,1625,1150
36081115500,Queens,89883,1430,2629
36081115700,Queens,73662,1408,3462
36081115900,Queens,69743,1393,4378
36081116100,Queens,61526,1404,4581
36081116300,Queens,54606,1355,9076
36081116700,Queens,53174,1399,1905
36081117100,Queens,53399,1297,2901
36081117500,Queens,79234,1576,4977
36081118100,Queens,70733,1428,1761
36081118500,Queens,72110,1472,2122
36081118700,Queens,63082,1260,2325
36081118900,Queens,87049,1367,2722
36081119100,Queens,67886,1657,3354
36081119300,Queens,73808,1342,2177
36081119500,Queens,101284,1664,1377
36081119900,Queens,74445,1601,1565
36081120100,Queens,70392,1316,1711
36081120300,Queens,72007,1615,1676
36081120500,Queens,37452,886,2702
36081120700,Queens,93589,1672,2791
36081121500,Queens,80208,1395,4434
36081122300,Queens,89732,1820,3806
36081122701,Queens,61401,1135,11015
36081122702,Queens,29677,530,6386
36081124100,Queens,81112,1628,3400
36081124700,Queens,99660,1660,3326
36081125700,Queens,72407,1399,3116
36081126500,Queens,78175,961,1578
36081126700,Queens,80231,1392,4414
36081127700,Queens,127784,1945,3409
36081129102,Queens,122912,1116,3367
36081129103,Queens,76248,1141,3646
36081129104,Queens,95840,1046,4017
36081130100,Queens,78366,1280,3849
36081133300,Queens,103821,1634,3667
36081133900,Queens,110992,2800,1401
36081134100,Queens,98531,1750,3443
36081134700,Queens,73600,1560,9563
36081136700,Queens,83980,1731,6171
36081137700,Queens,77279,1489,6373
36081138501,Queens,82486,1901,4529
36081140300,Queens,88195,1800,2515
36081140901,Queens,95383,1125,954
36081140902,Queens,104536,2800,3049
36081141700,Queens,88257,1740,4627
36081142900,Queens,85565,1711,3567
36081143500,Queens,94080,1729,2204
36081144100,Queens,97017,1591,3203
36081144700,Queens,83286,1798,3338
36081145101,Queens,86338,1780,1647
36081145102,Queens,94688,1829,2740
36081145900,Queens,87357,1461,2768
36081146300,Queens,89528,1544,3059
36081146700,Queens,90268,1523,3339
36081147100,Queens,96889,1805,3034
36081147900,Queens,101690,1590,4901
36081148300,Queens,160783,1734,2804
36081150701,Queens,108083,1525,3033
36081150702,Queens,91399,1420,3077
36081152901,Queens,100563,2800,6646
36081152902,Queens,83851,1722,5029
36081155101,Queens,92034,2800,2123
36081155102,Queens,89016,1203,7629
36081156700,Queens,82666,1604,1357
36081157101,Queens,98490,1155,7620
36081157102,Queens,89163,1600,1996
36081157901,Queens,98485,1408,4978
36081157902,Queens,106267,1892,3902
36081157903,Queens,88446,1502,3695
36081161700,Queens,99438,1247,4623
36081162100,Queens,89326,1513,7164
36085000300,Staten Island,68933,1149,1639
36085000600,Staten Island,74771,572,2134
36085000700,Staten Island,59348,979,6060
36085000800,Staten Island,84283,1404,5771
36085000900,Staten Island,68348,1178,1962
36085001100,Staten Island,60073,1173,2884
36085001700,Staten Island,82177,1071,1473
36085001800,Staten Island,78628,1446,712
36085002001,Staten Island,100922,1182,2504
36085002002,Staten Island,108311,1571,3233
36085002100,Staten Island,58962,1198,3921
36085002700,Staten Island,48953,1388,2362
36085002900,Staten Island,58163,1035,5829
36085003300,Staten Island,89163,1190,3631
36085003600,Staten Island,87846,1356,2602
36085003900,Staten Island,81407,1337,2506
36085004000,Staten Island,55557,741,12744
36085004700,Staten Island,96116,1360,3603
36085005000,Staten Island,82225,1491,3608
36085005900,Staten Island,107448,1247,2762
36085006400,Staten Island,63300,557,3116
36085006700,Staten Island,110142,1157,2580
36085007000,Staten Island,80880,1328,9034
36085007400,Staten Island,75493,966,4725
36085007500,Staten Island,72034,1448,4715
36085007700,Staten Island,65171,1163,1257
36085008100,Staten Island,60960,871,4023
36085009601,Staten Island,80025,1205,3858
36085009602,Staten Island,80192,1228,3301
36085009700,Staten Island,84165,1160,4055
36085010500,Staten Island,78418,1195,4986
36085011201,Staten Island,86164,1443,5810
36085011202,Staten Island,88746,1308,5924
36085011401,Staten Island,61964,555,3004
36085011402,Staten Island,100145,1183,3347
36085012100,Staten Island,109458,1106,3270
36085012200,Staten Island,102333,1183,3591
36085012500,Staten Island,83191,1289,2818
36085012804,Staten Island,76684,1169,3873
36085012805,Staten Island,97742,1348,2719
36085012806,Staten Island,81166,1176,6293
36085013201,Staten Island,110175,1471,1510
36085013203,Staten Island,107655,1359,5556
36085013204,Staten Island,100129,1493,4814
36085013301,Staten Island,20264,427,1746
36085013302,Staten Island,61205,1301,3672
36085013400,Staten Island,94646,1234,3726
36085013800,Staten Island,102193,1205,6239
36085014100,Staten Island,66013,1302,2725
36085014604,Staten Island,94966,1207,7666
36085014605,Staten Island,96643,1181,3496
36085014606,Staten Island,108291,1468,7545
36085014607,Staten Island,112388,1537,5014
36085014608,Staten Island,92080,1691,3885
36085014700,Staten Island,105795,1241,3490
36085015100,Staten Island,99609,1077,5087
36085015601,Staten Island,98278,1041,6245
36085015602,Staten Island,96112,1578,3449
36085015603,Staten Island,100187,1575,4671
36085016901,Staten Island,83400,1600,3145
36085017005,Staten Island,104259,1268,4744
36085017007,Staten Island,93885,998,5239
36085017008,Staten Island,102581,1358,7275
36085017009,Staten Island,99471,1240,4165
36085017010,Staten Island,106520,1466,8923
36085017011,Staten Island,94040,1335,4654
36085017012,Staten Island,88973,1349,4526
36085017300,Staten Island,64075,622,2448
36085017600,Staten Island,134379,1093,4892
36085017700,Staten Island,159593,1717,6885
36085018100,Staten Island,134592,946,3049
36085018701,Staten Island,98594,1443,1719
36085018702,Staten Island,96130,964,7316
36085018901,Staten Island,96245,1143,5442
36085018902,Staten Island,89409,1286,4959
36085019700,Staten Island,108472,1161,1761
36085019800,Staten Island,128499,1636,6588
36085020100,Staten Island,84615,1381,3713
36085020700,Staten Island,55826,1141,5503
36085020801,Staten Island,96002,1238,9150
36085020803,Staten Island,112783,1192,6317
36085020804,Staten Island,112604,1180,5583
36085021300,Staten Island,66725,992,5163
36085022300,Staten Island,85251,1228,2650
36085022600,Staten Island,115656,1195,9089
36085023100,Staten Island,62605,1363,4183
36085023900,Staten Island,81817,914,3386
36085024401,Staten Island,117331,1402,6199
36085024402,Staten Island,100180,1213,4426
36085024700,Staten Island,75795,1328,2767
36085024800,Staten Island,93358,1142,4860
36085025100,Staten Island,100005,1575,5796
36085027301,Staten Island,90178,1156,3938
36085027302,Staten Island,109734,1513,3586
36085027702,Staten Island,74212,1280,6097
36085027704,Staten Island,102795,1324,4227
36085027705,Staten Island,97008,1337,5788
36085027706,Staten Island,81176,1300,3320
36085027900,Staten Island,136426,1104,2106
36085029102,Staten Island,97350,1703,2712
36085029103,Staten Island,86173,1127,7405
36085029104,Staten Island,111043,1229,6999
36085030301,Staten Island,72377,1294,5061
36085030302,Staten Island,86866,1650,6205
36085031901,Staten Island,32956,603,2916
36085031902,Staten Island,52007,754,4535
36085032300,Staten Island,76878,1281,1106
